category,group,measure,year,value,chart
Family Income Relative to Official Poverty,1.Less 100% of Poverty,per capita cash,2025.0,0.013480607269900597,scheduled.percent.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,per capita cash,2025.0,-0.009439884410693445,scheduled.percent.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,per capita cash,2025.0,-0.0035650006086663205,scheduled.percent.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,per capita cash,2025.0,-0.0032456334957418095,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),<0k,per capita cash,2025.0,-0.05545919511475839,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),0k -  5k,per capita cash,2025.0,-0.06000298186934492,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),5k - 25k,per capita cash,2025.0,0.004054181854307255,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),25k +,per capita cash,2025.0,-0.01130168998309491,scheduled.percent.change
Per Capita Financial Assets ($2015),<0k,per capita cash,2025.0,-0.02022309328419479,scheduled.percent.change
Per Capita Financial Assets ($2015),0k -  5k,per capita cash,2025.0,-0.006383045591947437,scheduled.percent.change
Per Capita Financial Assets ($2015),5k - 25k,per capita cash,2025.0,-0.00767374309539862,scheduled.percent.change
Per Capita Financial Assets ($2015),25k +,per capita cash,2025.0,-0.009371393577680654,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,per capita cash,2025.0,-0.04435292006706767,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita cash,2025.0,-0.026362708219594917,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita cash,2025.0,-0.00887291156737711,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita cash,2025.0,-0.010549357126985934,scheduled.percent.change
All,All,net per capita annuity,2025.0,-0.005021300144377191,scheduled.percent.change
Age,62-69,net per capita annuity,2025.0,-0.00578413941862562,scheduled.percent.change
Age,70-74,net per capita annuity,2025.0,-0.004531809542319194,scheduled.percent.change
Age,75-79,net per capita annuity,2025.0,-0.0055295476603172975,scheduled.percent.change
Age,80-84,net per capita annuity,2025.0,-0.004332091771637319,scheduled.percent.change
Age,85+,net per capita annuity,2025.0,-0.003059291182834672,scheduled.percent.change
Sex,Female,net per capita annuity,2025.0,-0.004616044410098506,scheduled.percent.change
Sex,Male,net per capita annuity,2025.0,-0.005455852743047755,scheduled.percent.change
Education,1.High School Dropout,net per capita annuity,2025.0,0.003957920171135089,scheduled.percent.change
Education,2.High School Graduate,net per capita annuity,2025.0,-0.005444411212752469,scheduled.percent.change
Education,3.Some College,net per capita annuity,2025.0,-0.006764212481022779,scheduled.percent.change
Education,4.College Graduate,net per capita annuity,2025.0,-0.004906184497416891,scheduled.percent.change
Race Ethnicity,1.White,net per capita annuity,2025.0,-0.005741833853133844,scheduled.percent.change
Race Ethnicity,2.Black,net per capita annuity,2025.0,-0.003721357138598436,scheduled.percent.change
Race Ethnicity,3.Hispanic,net per capita annuity,2025.0,0.0010569583356157893,scheduled.percent.change
Race Ethnicity,4.Other,net per capita annuity,2025.0,-0.0015722781048021666,scheduled.percent.change
Marital Status,Married,net per capita annuity,2025.0,-0.007009505906743303,scheduled.percent.change
Marital Status,Widowed,net per capita annuity,2025.0,-0.004269043390961205,scheduled.percent.change
Marital Status,Divorced,net per capita annuity,2025.0,-6.782390158050235e-4,scheduled.percent.change
Marital Status,Single,net per capita annuity,2025.0,5.401041791720246e-4,scheduled.percent.change
Shared Work Years,0-9,net per capita annuity,2025.0,0.012691752746570658,scheduled.percent.change
Shared Work Years,10-14,net per capita annuity,2025.0,0.029045154438871484,scheduled.percent.change
Shared Work Years,15-19,net per capita annuity,2025.0,0.009693475113442618,scheduled.percent.change
Shared Work Years,20-24,net per capita annuity,2025.0,4.971027554622416e-4,scheduled.percent.change
Shared Work Years,25-29,net per capita annuity,2025.0,-0.0029991864996301828,scheduled.percent.change
Shared Work Years,30-34,net per capita annuity,2025.0,-0.005125387392821456,scheduled.percent.change
Shared Work Years,35-39,net per capita annuity,2025.0,-0.006336321946589706,scheduled.percent.change
Shared Work Years,40+,net per capita annuity,2025.0,-0.006064645109104066,scheduled.percent.change
Own Work Years,0-9,net per capita annuity,2025.0,-0.0012925655127730292,scheduled.percent.change
Own Work Years,10-14,net per capita annuity,2025.0,0.007629926677349668,scheduled.percent.change
Own Work Years,15-19,net per capita annuity,2025.0,0.006053205914727116,scheduled.percent.change
Own Work Years,20-24,net per capita annuity,2025.0,1.3700732572986615e-4,scheduled.percent.change
Own Work Years,25-29,net per capita annuity,2025.0,-0.0014105073427740583,scheduled.percent.change
Own Work Years,30-34,net per capita annuity,2025.0,-0.0051694478715654316,scheduled.percent.change
Own Work Years,35-39,net per capita annuity,2025.0,-0.0065421364154304865,scheduled.percent.change
Own Work Years,40+,net per capita annuity,2025.0,-0.006079763246839873,scheduled.percent.change
Shared Income Quintile,bottom quintile,net per capita annuity,2025.0,0.03384901571038663,scheduled.percent.change
Shared Income Quintile,2nd quintile,net per capita annuity,2025.0,-0.011382359159239389,scheduled.percent.change
Shared Income Quintile,3rd quintile,net per capita annuity,2025.0,-0.010696384420017415,scheduled.percent.change
Shared Income Quintile,4th quintile,net per capita annuity,2025.0,-0.007359413936676565,scheduled.percent.change
Shared Income Quintile,top quintile,net per capita annuity,2025.0,-0.00404242427373016,scheduled.percent.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita annuity,2025.0,0.022457170088301292,scheduled.percent.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita annuity,2025.0,-0.00823007702484781,scheduled.percent.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita annuity,2025.0,-0.008768056533721988,scheduled.percent.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita annuity,2025.0,-0.006962888716508376,scheduled.percent.change
Shared Lifetime Earnings Quintile,top quintile,net per capita annuity,2025.0,-0.005125691594463909,scheduled.percent.change
Homeownership,Home Owner,net per capita annuity,2025.0,-0.006054492142250083,scheduled.percent.change
Homeownership,Renter,net per capita annuity,2025.0,0.00477051068427415,scheduled.percent.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita annuity,2025.0,0.02970272187588197,scheduled.percent.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita annuity,2025.0,-0.007855209418339882,scheduled.percent.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita annuity,2025.0,0.0023375691876432914,scheduled.percent.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita annuity,2025.0,-1.9038015247161926e-4,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita annuity,2025.0,-0.03267603351147008,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2025.0,-0.11880278749189291,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2025.0,-0.011779822744003845,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita annuity,2025.0,-0.008755047393257612,scheduled.percent.change
Per Capita Financial Assets ($2015),<0k,net per capita annuity,2025.0,-0.018688645742444096,scheduled.percent.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita annuity,2025.0,-0.00889614296409634,scheduled.percent.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita annuity,2025.0,-0.006060061340272241,scheduled.percent.change
Per Capita Financial Assets ($2015),25k +,net per capita annuity,2025.0,-0.004790879764642605,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita annuity,2025.0,-0.04356737646801608,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2025.0,-0.03033086916220172,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2025.0,-0.0073065511228816386,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita annuity,2025.0,-0.0075600036177674275,scheduled.percent.change
All,All,net per capita cash,2025.0,-0.009581592409654774,scheduled.percent.change
Age,62-69,net per capita cash,2025.0,-0.011345667092868482,scheduled.percent.change
Age,70-74,net per capita cash,2025.0,-0.007660693993543868,scheduled.percent.change
Age,75-79,net per capita cash,2025.0,-0.009110514516438517,scheduled.percent.change
Age,80-84,net per capita cash,2025.0,-0.009146524856847077,scheduled.percent.change
Age,85+,net per capita cash,2025.0,-0.0069650563560924705,scheduled.percent.change
Sex,Female,net per capita cash,2025.0,-0.008567502709869139,scheduled.percent.change
Sex,Male,net per capita cash,2025.0,-0.010739758313306254,scheduled.percent.change
Education,1.High School Dropout,net per capita cash,2025.0,0.005469587061354145,scheduled.percent.change
Education,2.High School Graduate,net per capita cash,2025.0,-0.008769562263441744,scheduled.percent.change
Education,3.Some College,net per capita cash,2025.0,-0.011943366265992975,scheduled.percent.change
Education,4.College Graduate,net per capita cash,2025.0,-0.01088484532854957,scheduled.percent.change
Race Ethnicity,1.White,net per capita cash,2025.0,-0.011170508844258303,scheduled.percent.change
Race Ethnicity,2.Black,net per capita cash,2025.0,-0.0050968877351771965,scheduled.percent.change
Race Ethnicity,3.Hispanic,net per capita cash,2025.0,-2.592530076626319e-4,scheduled.percent.change
Race Ethnicity,4.Other,net per capita cash,2025.0,-0.004057196137820703,scheduled.percent.change
Marital Status,Married,net per capita cash,2025.0,-0.012926261407818709,scheduled.percent.change
Marital Status,Widowed,net per capita cash,2025.0,-0.00847251385318185,scheduled.percent.change
Marital Status,Divorced,net per capita cash,2025.0,-0.0024156820681352233,scheduled.percent.change
Marital Status,Single,net per capita cash,2025.0,-4.998711531240761e-4,scheduled.percent.change
Shared Work Years,0-9,net per capita cash,2025.0,0.011668765718120689,scheduled.percent.change
Shared Work Years,10-14,net per capita cash,2025.0,0.040772796995910555,scheduled.percent.change
Shared Work Years,15-19,net per capita cash,2025.0,0.014637086905209297,scheduled.percent.change
Shared Work Years,20-24,net per capita cash,2025.0,-2.947346244845112e-4,scheduled.percent.change
Shared Work Years,25-29,net per capita cash,2025.0,-0.004753364393723657,scheduled.percent.change
Shared Work Years,30-34,net per capita cash,2025.0,-0.009137529241336843,scheduled.percent.change
Shared Work Years,35-39,net per capita cash,2025.0,-0.011778993082068702,scheduled.percent.change
Shared Work Years,40+,net per capita cash,2025.0,-0.011599379663338114,scheduled.percent.change
Own Work Years,0-9,net per capita cash,2025.0,-0.002826178926716206,scheduled.percent.change
Own Work Years,10-14,net per capita cash,2025.0,0.009382249491598039,scheduled.percent.change
Own Work Years,15-19,net per capita cash,2025.0,0.011594799941661432,scheduled.percent.change
Own Work Years,20-24,net per capita cash,2025.0,-0.0011303639515889564,scheduled.percent.change
Own Work Years,25-29,net per capita cash,2025.0,-0.003324081516661849,scheduled.percent.change
Own Work Years,30-34,net per capita cash,2025.0,-0.0091084602322232585,scheduled.percent.change
Own Work Years,35-39,net per capita cash,2025.0,-0.011154435575636992,scheduled.percent.change
Own Work Years,40+,net per capita cash,2025.0,-0.011642917227759918,scheduled.percent.change
Shared Income Quintile,bottom quintile,net per capita cash,2025.0,0.04813454540903469,scheduled.percent.change
Shared Income Quintile,2nd quintile,net per capita cash,2025.0,-0.01848411648067316,scheduled.percent.change
Shared Income Quintile,3rd quintile,net per capita cash,2025.0,-0.013131479524336583,scheduled.percent.change
Shared Income Quintile,4th quintile,net per capita cash,2025.0,-0.01269400045993486,scheduled.percent.change
Shared Income Quintile,top quintile,net per capita cash,2025.0,-0.010038845717045526,scheduled.percent.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita cash,2025.0,0.0285879160537262,scheduled.percent.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita cash,2025.0,-0.012475388841848263,scheduled.percent.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita cash,2025.0,-0.013358666604062715,scheduled.percent.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita cash,2025.0,-0.011733544289901454,scheduled.percent.change
Shared Lifetime Earnings Quintile,top quintile,net per capita cash,2025.0,-0.012135402340433287,scheduled.percent.change
Homeownership,Home Owner,net per capita cash,2025.0,-0.011568011789296954,scheduled.percent.change
Homeownership,Renter,net per capita cash,2025.0,0.005733157348283312,scheduled.percent.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita cash,2025.0,0.01904656702699716,scheduled.percent.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita cash,2025.0,-0.011451836642681177,scheduled.percent.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita cash,2025.0,-0.005384323301478789,scheduled.percent.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita cash,2025.0,-0.00494639778259063,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita cash,2025.0,-0.05113043623404917,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita cash,2025.0,-0.06645834413308593,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita cash,2025.0,-0.0013166244470808651,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita cash,2025.0,-0.012811958357500982,scheduled.percent.change
Per Capita Financial Assets ($2015),<0k,net per capita cash,2025.0,-0.020846445715063014,scheduled.percent.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita cash,2025.0,-0.007915009712140405,scheduled.percent.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita cash,2025.0,-0.0079922335657353,scheduled.percent.change
Per Capita Financial Assets ($2015),25k +,net per capita cash,2025.0,-0.01065814912543735,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita cash,2025.0,-0.04537193207233703,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita cash,2025.0,-0.028322817581666274,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita cash,2025.0,-0.007026528431192051,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita cash,2025.0,-0.011817653906192355,scheduled.percent.change
All,All,per capita annuity,2035.0,-0.013592167387929855,scheduled.percent.change
Age,62-69,per capita annuity,2035.0,-0.014719735966309901,scheduled.percent.change
Age,70-74,per capita annuity,2035.0,-0.02025021428350632,scheduled.percent.change
Age,75-79,per capita annuity,2035.0,-0.010847594884287177,scheduled.percent.change
Age,80-84,per capita annuity,2035.0,-0.009599001322825138,scheduled.percent.change
Age,85+,per capita annuity,2035.0,-0.008727294346706773,scheduled.percent.change
Sex,Female,per capita annuity,2035.0,-0.0127443482462792,scheduled.percent.change
Sex,Male,per capita annuity,2035.0,-0.01447980306941081,scheduled.percent.change
Education,1.High School Dropout,per capita annuity,2035.0,-0.003000662064479676,scheduled.percent.change
Education,2.High School Graduate,per capita annuity,2035.0,-0.01439769835585412,scheduled.percent.change
Education,3.Some College,per capita annuity,2035.0,-0.015068732191318714,scheduled.percent.change
Education,4.College Graduate,per capita annuity,2035.0,-0.013662946907690852,scheduled.percent.change
Race Ethnicity,1.White,per capita annuity,2035.0,-0.014588029765386621,scheduled.percent.change
Race Ethnicity,2.Black,per capita annuity,2035.0,-0.011180032682057504,scheduled.percent.change
Race Ethnicity,3.Hispanic,per capita annuity,2035.0,-0.007919392461136581,scheduled.percent.change
Race Ethnicity,4.Other,per capita annuity,2035.0,-0.011019912256836064,scheduled.percent.change
Marital Status,Married,per capita annuity,2035.0,-0.02284925314635109,scheduled.percent.change
Marital Status,Widowed,per capita annuity,2035.0,-0.0048544866556836765,scheduled.percent.change
Marital Status,Divorced,per capita annuity,2035.0,-0.002493807898220713,scheduled.percent.change
Marital Status,Single,per capita annuity,2035.0,0.0017809156076101886,scheduled.percent.change
Shared Work Years,0-9,per capita annuity,2035.0,0.003154230765355305,scheduled.percent.change
Shared Work Years,10-14,per capita annuity,2035.0,0.023226892932821343,scheduled.percent.change
Shared Work Years,15-19,per capita annuity,2035.0,0.0021269753985628343,scheduled.percent.change
Shared Work Years,20-24,per capita annuity,2035.0,-0.010656001278454704,scheduled.percent.change
Shared Work Years,25-29,per capita annuity,2035.0,-0.0172153555992831,scheduled.percent.change
Shared Work Years,30-34,per capita annuity,2035.0,-0.019344443719932387,scheduled.percent.change
Shared Work Years,35-39,per capita annuity,2035.0,-0.015766829350893755,scheduled.percent.change
Shared Work Years,40+,per capita annuity,2035.0,-0.01340369474767669,scheduled.percent.change
Own Work Years,0-9,per capita annuity,2035.0,-0.014324555458562665,scheduled.percent.change
Own Work Years,10-14,per capita annuity,2035.0,-0.008523309287645046,scheduled.percent.change
Own Work Years,15-19,per capita annuity,2035.0,-0.008456208686704153,scheduled.percent.change
Own Work Years,20-24,per capita annuity,2035.0,-0.011464661387707027,scheduled.percent.change
Own Work Years,25-29,per capita annuity,2035.0,-0.011687092768722056,scheduled.percent.change
Own Work Years,30-34,per capita annuity,2035.0,-0.013472087182999803,scheduled.percent.change
Own Work Years,35-39,per capita annuity,2035.0,-0.014261447941087236,scheduled.percent.change
Own Work Years,40+,per capita annuity,2035.0,-0.01391961079343434,scheduled.percent.change
Shared Income Quintile,bottom quintile,per capita annuity,2035.0,0.03291134228265525,scheduled.percent.change
Shared Income Quintile,2nd quintile,per capita annuity,2035.0,-0.024977739593823173,scheduled.percent.change
Shared Income Quintile,3rd quintile,per capita annuity,2035.0,-0.02495334408284023,scheduled.percent.change
Shared Income Quintile,4th quintile,per capita annuity,2035.0,-0.02026235582846202,scheduled.percent.change
Shared Income Quintile,top quintile,per capita annuity,2035.0,-0.00994017746547776,scheduled.percent.change
Shared Lifetime Earnings Quintile,bottom quintile,per capita annuity,2035.0,0.025258928251228847,scheduled.percent.change
Shared Lifetime Earnings Quintile,2nd quintile,per capita annuity,2035.0,-0.016186203572704894,scheduled.percent.change
Shared Lifetime Earnings Quintile,3rd quintile,per capita annuity,2035.0,-0.019299716052293484,scheduled.percent.change
Shared Lifetime Earnings Quintile,4th quintile,per capita annuity,2035.0,-0.019436049550632613,scheduled.percent.change
Shared Lifetime Earnings Quintile,top quintile,per capita annuity,2035.0,-0.012741503198949577,scheduled.percent.change
Homeownership,Home Owner,per capita annuity,2035.0,-0.015564666376594831,scheduled.percent.change
Homeownership,Renter,per capita annuity,2035.0,0.0031582406538646804,scheduled.percent.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,per capita annuity,2035.0,0.029971834820441957,scheduled.percent.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,per capita annuity,2035.0,-0.01170492849379438,scheduled.percent.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,per capita annuity,2035.0,0.001842164647615947,scheduled.percent.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,per capita annuity,2035.0,0.003989720057357858,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),<0k,per capita annuity,2035.0,-0.10730650459227684,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),0k -  5k,per capita annuity,2035.0,-0.18511521569307623,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),5k - 25k,per capita annuity,2035.0,-0.09496585763637418,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),25k +,per capita annuity,2035.0,-0.041484215603978226,scheduled.percent.change
Per Capita Financial Assets ($2015),<0k,per capita annuity,2035.0,-0.051202087884176996,scheduled.percent.change
Per Capita Financial Assets ($2015),0k -  5k,per capita annuity,2035.0,-0.019458730407800676,scheduled.percent.change
Per Capita Financial Assets ($2015),5k - 25k,per capita annuity,2035.0,-0.014651219700538454,scheduled.percent.change
Per Capita Financial Assets ($2015),25k +,per capita annuity,2035.0,-0.011847473765593012,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,per capita annuity,2035.0,-0.13316505300132683,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita annuity,2035.0,-0.0693673814426378,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita annuity,2035.0,-0.08213471143527254,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita annuity,2035.0,-0.026246092196878873,scheduled.percent.change
All,All,per capita cash,2035.0,-0.02451450194186531,scheduled.percent.change
Age,62-69,per capita cash,2035.0,-0.029722836144244074,scheduled.percent.change
Age,70-74,per capita cash,2035.0,-0.02886514494521095,scheduled.percent.change
Age,75-79,per capita cash,2035.0,-0.016741764413186824,scheduled.percent.change
Age,80-84,per capita cash,2035.0,-0.016427019886603403,scheduled.percent.change
Age,85+,per capita cash,2035.0,-0.0185541063700355,scheduled.percent.change
Sex,Female,per capita cash,2035.0,-0.022627628907366432,scheduled.percent.change
Sex,Male,per capita cash,2035.0,-0.026586281419841595,scheduled.percent.change
Education,1.High School Dropout,per capita cash,2035.0,-0.008092605593934913,scheduled.percent.change
Education,2.High School Graduate,per capita cash,2035.0,-0.023379836899598452,scheduled.percent.change
Education,3.Some College,per capita cash,2035.0,-0.02488530734642693,scheduled.percent.change
Education,4.College Graduate,per capita cash,2035.0,-0.027058957822222948,scheduled.percent.change
Race Ethnicity,1.White,per capita cash,2035.0,-0.026406761786431587,scheduled.percent.change
Race Ethnicity,2.Black,per capita cash,2035.0,-0.017920280978007377,scheduled.percent.change
Race Ethnicity,3.Hispanic,per capita cash,2035.0,-0.016706770081870014,scheduled.percent.change
Race Ethnicity,4.Other,per capita cash,2035.0,-0.022180923140824853,scheduled.percent.change
Marital Status,Married,per capita cash,2035.0,-0.0385247174914647,scheduled.percent.change
Marital Status,Widowed,per capita cash,2035.0,-0.008527607931125579,scheduled.percent.change
Marital Status,Divorced,per capita cash,2035.0,-0.009703330377360181,scheduled.percent.change
Marital Status,Single,per capita cash,2035.0,-0.002207589068392736,scheduled.percent.change
Shared Work Years,0-9,per capita cash,2035.0,0.003377159237143273,scheduled.percent.change
Shared Work Years,10-14,per capita cash,2035.0,0.026987153981365884,scheduled.percent.change
Shared Work Years,15-19,per capita cash,2035.0,-0.0024131101368321797,scheduled.percent.change
Shared Work Years,20-24,per capita cash,2035.0,-0.02003337989114814,scheduled.percent.change
Shared Work Years,25-29,per capita cash,2035.0,-0.028892454349831006,scheduled.percent.change
Shared Work Years,30-34,per capita cash,2035.0,-0.032302061712142005,scheduled.percent.change
Shared Work Years,35-39,per capita cash,2035.0,-0.028662978126923127,scheduled.percent.change
Shared Work Years,40+,per capita cash,2035.0,-0.02433986518143099,scheduled.percent.change
Own Work Years,0-9,per capita cash,2035.0,-0.021068057318838075,scheduled.percent.change
Own Work Years,10-14,per capita cash,2035.0,-0.013302771495034242,scheduled.percent.change
Own Work Years,15-19,per capita cash,2035.0,-0.017132212748810948,scheduled.percent.change
Own Work Years,20-24,per capita cash,2035.0,-0.022386875700505647,scheduled.percent.change
Own Work Years,25-29,per capita cash,2035.0,-0.022006004243456643,scheduled.percent.change
Own Work Years,30-34,per capita cash,2035.0,-0.02408435970085581,scheduled.percent.change
Own Work Years,35-39,per capita cash,2035.0,-0.02580853901547458,scheduled.percent.change
Own Work Years,40+,per capita cash,2035.0,-0.02517978827274131,scheduled.percent.change
Shared Income Quintile,bottom quintile,per capita cash,2035.0,0.04629998714445218,scheduled.percent.change
Shared Income Quintile,2nd quintile,per capita cash,2035.0,-0.03749110868633276,scheduled.percent.change
Shared Income Quintile,3rd quintile,per capita cash,2035.0,-0.03603607616249181,scheduled.percent.change
Shared Income Quintile,4th quintile,per capita cash,2035.0,-0.03038347051733898,scheduled.percent.change
Shared Income Quintile,top quintile,per capita cash,2035.0,-0.02197275711426979,scheduled.percent.change
Shared Lifetime Earnings Quintile,bottom quintile,per capita cash,2035.0,0.027929394665627303,scheduled.percent.change
Shared Lifetime Earnings Quintile,2nd quintile,per capita cash,2035.0,-0.02543209969171186,scheduled.percent.change
Shared Lifetime Earnings Quintile,3rd quintile,per capita cash,2035.0,-0.029881380536021906,scheduled.percent.change
Shared Lifetime Earnings Quintile,4th quintile,per capita cash,2035.0,-0.031454804223377535,scheduled.percent.change
Shared Lifetime Earnings Quintile,top quintile,per capita cash,2035.0,-0.026421069060298227,scheduled.percent.change
Homeownership,Home Owner,per capita cash,2035.0,-0.027787485797775555,scheduled.percent.change
Homeownership,Renter,per capita cash,2035.0,-9.327422718606537e-4,scheduled.percent.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,per capita cash,2035.0,-0.11318736382128623,scheduled.percent.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,per capita cash,2035.0,-0.012400333897180055,scheduled.percent.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,per capita cash,2035.0,-0.01619578951333378,scheduled.percent.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,per capita cash,2035.0,-0.005233133695183029,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),<0k,per capita cash,2035.0,-0.13935904608590188,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),0k -  5k,per capita cash,2035.0,-0.17185162231678128,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),5k - 25k,per capita cash,2035.0,-0.08938290704540552,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),25k +,per capita cash,2035.0,-0.04327824863086394,scheduled.percent.change
Per Capita Financial Assets ($2015),<0k,per capita cash,2035.0,-0.05370742057047905,scheduled.percent.change
Per Capita Financial Assets ($2015),0k -  5k,per capita cash,2035.0,-0.016667679219548162,scheduled.percent.change
Per Capita Financial Assets ($2015),5k - 25k,per capita cash,2035.0,-0.019607891047290292,scheduled.percent.change
Per Capita Financial Assets ($2015),25k +,per capita cash,2035.0,-0.026348142879643942,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,per capita cash,2035.0,-0.12866268553927115,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita cash,2035.0,-0.06811749774769853,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita cash,2035.0,-0.08838508166547268,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita cash,2035.0,-0.03357552483219673,scheduled.percent.change
All,All,net per capita annuity,2035.0,-0.013806526555808314,scheduled.percent.change
Age,62-69,net per capita annuity,2035.0,-0.015308689185734118,scheduled.percent.change
Age,70-74,net per capita annuity,2035.0,-0.020571866172333444,scheduled.percent.change
Age,75-79,net per capita annuity,2035.0,-0.0113695226444542,scheduled.percent.change
Age,80-84,net per capita annuity,2035.0,-0.009716998459238001,scheduled.percent.change
Age,85+,net per capita annuity,2035.0,-0.008489518701142207,scheduled.percent.change
Sex,Female,net per capita annuity,2035.0,-0.012953724899419837,scheduled.percent.change
Sex,Male,net per capita annuity,2035.0,-0.014698513459651032,scheduled.percent.change
Education,1.High School Dropout,net per capita annuity,2035.0,-0.0023050699699766856,scheduled.percent.change
Education,2.High School Graduate,net per capita annuity,2035.0,-0.01506947508760123,scheduled.percent.change
Education,3.Some College,net per capita annuity,2035.0,-0.015577893717768547,scheduled.percent.change
Education,4.College Graduate,net per capita annuity,2035.0,-0.01359458794357479,scheduled.percent.change
Race Ethnicity,1.White,net per capita annuity,2035.0,-0.014890587177690736,scheduled.percent.change
Race Ethnicity,2.Black,net per capita annuity,2035.0,-0.011813862787412581,scheduled.percent.change
Race Ethnicity,3.Hispanic,net per capita annuity,2035.0,-0.00717417292665136,scheduled.percent.change
Race Ethnicity,4.Other,net per capita annuity,2035.0,-0.010518823272162662,scheduled.percent.change
Marital Status,Married,net per capita annuity,2035.0,-0.023499180887375654,scheduled.percent.change
Marital Status,Widowed,net per capita annuity,2035.0,-0.005261727273900614,scheduled.percent.change
Marital Status,Divorced,net per capita annuity,2035.0,-0.001890338547710548,scheduled.percent.change
Marital Status,Single,net per capita annuity,2035.0,0.00269252651166083,scheduled.percent.change
