category,group,year,option,scale,baseline,Average annuity income,Average cash income,Average net annuity income,Average net cash income
Shared Work Years,20-24,2055,15.4% payroll tax,per capita,Payable law,36193.796,27291.783,28953.401,20051.388
Shared Work Years,20-24,2055,15.4% payroll tax,per capita,Scheduled law,36193.796,27291.783,28953.401,20051.388
Shared Work Years,20-24,2055,75% survivor benefit,equivalent,Payable law,43623.19,32836.89,35529.742,24743.442
Shared Work Years,20-24,2055,75% survivor benefit,equivalent,Scheduled law,43623.19,32836.89,35529.742,24743.442
Shared Work Years,20-24,2055,75% survivor benefit,per capita,Payable law,36019.719,27086.972,28855.943,19923.196
Shared Work Years,20-24,2055,75% survivor benefit,per capita,Scheduled law,36019.719,27086.972,28855.943,19923.196
Shared Work Years,20-24,2055,90% tax max,equivalent,Payable law,44504.594,33730.5,36302.058,25527.964
Shared Work Years,20-24,2055,90% tax max,equivalent,Scheduled law,44504.594,33730.5,36302.058,25527.964
Shared Work Years,20-24,2055,90% tax max,per capita,Payable law,36655.894,27731.874,29412.436,20488.416
Shared Work Years,20-24,2055,90% tax max,per capita,Scheduled law,36655.894,27731.874,29412.436,20488.416
Shared Work Years,20-24,2055,90% tax max and 13.4% payroll tax,equivalent,Payable law,44426.913,33654.398,36199.811,25427.295
Shared Work Years,20-24,2055,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,44426.913,33654.398,36199.811,25427.295
Shared Work Years,20-24,2055,90% tax max and 13.4% payroll tax,per capita,Payable law,36593.549,27669.85,29331.435,20407.736
Shared Work Years,20-24,2055,90% tax max and 13.4% payroll tax,per capita,Scheduled law,36593.549,27669.85,29331.435,20407.736
Shared Work Years,20-24,2055,Annual primary insurance amount,equivalent,Payable law,44471.811,33685.653,36332.396,25546.238
Shared Work Years,20-24,2055,Annual primary insurance amount,equivalent,Scheduled law,44471.811,33685.653,36332.396,25546.238
Shared Work Years,20-24,2055,Annual primary insurance amount,per capita,Payable law,36612.203,27679.597,29417.089,20484.483
Shared Work Years,20-24,2055,Annual primary insurance amount,per capita,Scheduled law,36612.203,27679.597,29417.089,20484.483
Shared Work Years,20-24,2055,Basic minimum benefit,equivalent,Payable law,45386.89,34604.888,37250.283,26468.281
Shared Work Years,20-24,2055,Basic minimum benefit,equivalent,Scheduled law,45386.89,34604.888,37250.283,26468.281
Shared Work Years,20-24,2055,Basic minimum benefit,per capita,Payable law,37554.816,28626.365,30360.449,21431.999
Shared Work Years,20-24,2055,Basic minimum benefit,per capita,Scheduled law,37554.816,28626.365,30360.449,21431.999
Shared Work Years,20-24,2055,Bipartisan Policy Center package,equivalent,Payable law,43083.218,32070.089,35086.77,24073.64
Shared Work Years,20-24,2055,Bipartisan Policy Center package,equivalent,Scheduled law,43083.218,32070.089,35086.77,24073.64
Shared Work Years,20-24,2055,Bipartisan Policy Center package,per capita,Payable law,35682.88,26577.699,28593.062,19487.88
Shared Work Years,20-24,2055,Bipartisan Policy Center package,per capita,Scheduled law,35682.88,26577.699,28593.062,19487.88
Shared Work Years,20-24,2055,Cap COLA,equivalent,Payable law,44058.522,33272.364,35942.157,25155.999
Shared Work Years,20-24,2055,Cap COLA,equivalent,Scheduled law,44058.522,33272.364,35942.157,25155.999
Shared Work Years,20-24,2055,Cap COLA,per capita,Payable law,36304.35,27371.744,29125.954,20193.347
Shared Work Years,20-24,2055,Cap COLA,per capita,Scheduled law,36304.35,27371.744,29125.954,20193.347
Shared Work Years,20-24,2055,Cap spouse benefits,equivalent,Payable law,44206.532,33420.374,36018.048,25231.89
Shared Work Years,20-24,2055,Cap spouse benefits,equivalent,Scheduled law,44206.532,33420.374,36018.048,25231.89
Shared Work Years,20-24,2055,Cap spouse benefits,per capita,Payable law,35816.365,26881.443,28667.43,19732.507
Shared Work Years,20-24,2055,Cap spouse benefits,per capita,Scheduled law,35816.365,26881.443,28667.43,19732.507
Shared Work Years,20-24,2055,Chained-CPI COLA,equivalent,Payable law,43598.239,32812.526,35490.619,24704.905
Shared Work Years,20-24,2055,Chained-CPI COLA,equivalent,Scheduled law,43598.239,32812.526,35490.619,24704.905
Shared Work Years,20-24,2055,Chained-CPI COLA,per capita,Payable law,35891.99,26959.826,28721.71,19789.546
Shared Work Years,20-24,2055,Chained-CPI COLA,per capita,Scheduled law,35891.99,26959.826,28721.71,19789.546
Shared Work Years,20-24,2055,Eliminate the tax max,equivalent,Payable law,44785.713,34011.912,36505.719,25731.919
Shared Work Years,20-24,2055,Eliminate the tax max,equivalent,Scheduled law,44785.713,34011.912,36505.719,25731.919
Shared Work Years,20-24,2055,Eliminate the tax max,per capita,Payable law,36872.416,27948.607,29571.442,20647.633
Shared Work Years,20-24,2055,Eliminate the tax max,per capita,Scheduled law,36872.416,27948.607,29571.442,20647.633
Shared Work Years,20-24,2055,Increase benefits taxation,equivalent,Payable law,43394.9,32606.425,35321.241,24532.767
Shared Work Years,20-24,2055,Increase benefits taxation,equivalent,Scheduled law,43394.9,32606.425,35321.241,24532.767
Shared Work Years,20-24,2055,Increase benefits taxation,per capita,Payable law,36419.932,27487.326,29167.98,20235.374
Shared Work Years,20-24,2055,Increase benefits taxation,per capita,Scheduled law,36419.932,27487.326,29167.98,20235.374
Shared Work Years,20-24,2055,Increase COLA,equivalent,Payable law,44785.917,34003.019,36629.731,25846.833
Shared Work Years,20-24,2055,Increase COLA,equivalent,Scheduled law,44785.917,34003.019,36629.731,25846.833
Shared Work Years,20-24,2055,Increase COLA,per capita,Payable law,36925.466,27996.12,29715.668,20786.322
Shared Work Years,20-24,2055,Increase COLA,per capita,Scheduled law,36925.466,27996.12,29715.668,20786.322
Shared Work Years,20-24,2055,Increase FRA,equivalent,Payable law,43665.31,32879.152,35565.805,24779.647
Shared Work Years,20-24,2055,Increase FRA,equivalent,Scheduled law,43665.31,32879.152,35565.805,24779.647
Shared Work Years,20-24,2055,Increase FRA,per capita,Payable law,35988.192,27055.586,28822.048,19889.441
Shared Work Years,20-24,2055,Increase FRA,per capita,Scheduled law,35988.192,27055.586,28822.048,19889.441
Shared Work Years,20-24,2055,Increase FRA and EEA,equivalent,Payable law,43587.299,32801.14,35489.72,24703.562
Shared Work Years,20-24,2055,Increase FRA and EEA,equivalent,Scheduled law,43587.299,32801.14,35489.72,24703.562
Shared Work Years,20-24,2055,Increase FRA and EEA,per capita,Payable law,35917.245,26984.638,28752.823,19820.217
Shared Work Years,20-24,2055,Increase FRA and EEA,per capita,Scheduled law,35917.245,26984.638,28752.823,19820.217
Shared Work Years,20-24,2055,Payable law,equivalent,Payable law,40569.948,29785.018,32596.278,21811.348
Shared Work Years,20-24,2055,Payable law,equivalent,Scheduled law,40569.948,29785.018,32596.278,21811.348
Shared Work Years,20-24,2055,Payable law,per capita,Payable law,33335.492,24403.905,26270.723,17339.136
Shared Work Years,20-24,2055,Payable law,per capita,Scheduled law,33335.492,24403.905,26270.723,17339.136
Shared Work Years,20-24,2055,Reduce COLA,equivalent,Payable law,43383.661,32597.948,35281.687,24495.974
Shared Work Years,20-24,2055,Reduce COLA,equivalent,Scheduled law,43383.661,32597.948,35281.687,24495.974
Shared Work Years,20-24,2055,Reduce COLA,per capita,Payable law,35701.97,26769.809,28536.343,19604.182
Shared Work Years,20-24,2055,Reduce COLA,per capita,Scheduled law,35701.97,26769.809,28536.343,19604.182
Shared Work Years,20-24,2055,Scheduled law,equivalent,Payable law,44206.532,33420.374,36072.415,25286.256
Shared Work Years,20-24,2055,Scheduled law,equivalent,Scheduled law,44206.532,33420.374,36072.415,25286.256
Shared Work Years,20-24,2055,Scheduled law,per capita,Payable law,36419.932,27487.326,29228.008,20295.401
Shared Work Years,20-24,2055,Scheduled law,per capita,Scheduled law,36419.932,27487.326,29228.008,20295.401
Shared Work Years,20-24,2065,"$150,000 tax max",equivalent,Payable law,47989.568,36484.934,39238.725,27734.09
Shared Work Years,20-24,2065,"$150,000 tax max",equivalent,Scheduled law,47989.568,36484.934,39238.725,27734.09
Shared Work Years,20-24,2065,"$150,000 tax max",per capita,Payable law,40379.425,30433.881,32343.913,22398.369
Shared Work Years,20-24,2065,"$150,000 tax max",per capita,Scheduled law,40379.425,30433.881,32343.913,22398.369
Shared Work Years,20-24,2065,"$180,000 tax max",equivalent,Payable law,48072.701,36568.161,39310.839,27806.3
Shared Work Years,20-24,2065,"$180,000 tax max",equivalent,Scheduled law,48072.701,36568.161,39310.839,27806.3
Shared Work Years,20-24,2065,"$180,000 tax max",per capita,Payable law,40449.128,30503.625,32405.018,22459.515
Shared Work Years,20-24,2065,"$180,000 tax max",per capita,Scheduled law,40449.128,30503.625,32405.018,22459.515
Shared Work Years,20-24,2065,13.4% payroll tax,equivalent,Payable law,47769.303,36265.477,39020.475,27516.649
Shared Work Years,20-24,2065,13.4% payroll tax,equivalent,Scheduled law,47769.303,36265.477,39020.475,27516.649
Shared Work Years,20-24,2065,13.4% payroll tax,per capita,Payable law,40196.331,30251.456,32163.107,22218.232
Shared Work Years,20-24,2065,13.4% payroll tax,per capita,Scheduled law,40196.331,30251.456,32163.107,22218.232
Shared Work Years,20-24,2065,14.4% payroll tax,equivalent,Payable law,47688.457,36185.704,38917.099,27414.346
Shared Work Years,20-24,2065,14.4% payroll tax,equivalent,Scheduled law,47688.457,36185.704,38917.099,27414.346
Shared Work Years,20-24,2065,14.4% payroll tax,per capita,Payable law,40129.841,30185.852,32079.048,22135.059
Shared Work Years,20-24,2065,14.4% payroll tax,per capita,Scheduled law,40129.841,30185.852,32079.048,22135.059
Shared Work Years,20-24,2065,15.4% payroll tax,equivalent,Payable law,47501.795,36010.774,38733.784,27242.763
Shared Work Years,20-24,2065,15.4% payroll tax,equivalent,Scheduled law,47501.795,36010.774,38733.784,27242.763
Shared Work Years,20-24,2065,15.4% payroll tax,per capita,Payable law,39976.991,30036.102,31931.977,21991.088
Shared Work Years,20-24,2065,15.4% payroll tax,per capita,Scheduled law,39976.991,30036.102,31931.977,21991.088
Shared Work Years,20-24,2065,75% survivor benefit,equivalent,Payable law,47355.041,35850.037,38676.308,27171.304
Shared Work Years,20-24,2065,75% survivor benefit,equivalent,Scheduled law,47355.041,35850.037,38676.308,27171.304
Shared Work Years,20-24,2065,75% survivor benefit,per capita,Payable law,39968.645,30022.909,31986.659,22040.924
Shared Work Years,20-24,2065,75% survivor benefit,per capita,Scheduled law,39968.645,30022.909,31986.659,22040.924
Shared Work Years,20-24,2065,90% tax max,equivalent,Payable law,48293.658,36789.502,39495.717,27991.561
Shared Work Years,20-24,2065,90% tax max,equivalent,Scheduled law,48293.658,36789.502,39495.717,27991.561
Shared Work Years,20-24,2065,90% tax max,per capita,Payable law,40636.025,30690.854,32563.269,22618.099
Shared Work Years,20-24,2065,90% tax max,per capita,Scheduled law,40636.025,30690.854,32563.269,22618.099
Shared Work Years,20-24,2065,90% tax max and 13.4% payroll tax,equivalent,Payable law,48200.596,36697.786,39382.325,27879.515
Shared Work Years,20-24,2065,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,48200.596,36697.786,39382.325,27879.515
Shared Work Years,20-24,2065,90% tax max and 13.4% payroll tax,per capita,Payable law,40559.952,30615.76,32472.051,22527.859
Shared Work Years,20-24,2065,90% tax max and 13.4% payroll tax,per capita,Scheduled law,40559.952,30615.76,32472.051,22527.859
Shared Work Years,20-24,2065,Annual primary insurance amount,equivalent,Payable law,48274.949,36769.953,39546.527,28041.532
Shared Work Years,20-24,2065,Annual primary insurance amount,equivalent,Scheduled law,48274.949,36769.953,39546.527,28041.532
Shared Work Years,20-24,2065,Annual primary insurance amount,per capita,Payable law,40600.321,30654.594,32585.965,22640.238
Shared Work Years,20-24,2065,Annual primary insurance amount,per capita,Scheduled law,40600.321,30654.594,32585.965,22640.238
Shared Work Years,20-24,2065,Basic minimum benefit,equivalent,Payable law,49118.855,37613.902,40383.646,28878.693
Shared Work Years,20-24,2065,Basic minimum benefit,equivalent,Scheduled law,49118.855,37613.902,40383.646,28878.693
Shared Work Years,20-24,2065,Basic minimum benefit,per capita,Payable law,41480.043,31534.358,33455.458,23509.773
Shared Work Years,20-24,2065,Basic minimum benefit,per capita,Scheduled law,41480.043,31534.358,33455.458,23509.773
Shared Work Years,20-24,2065,Bipartisan Policy Center package,equivalent,Payable law,46418.253,34714.17,37864.432,26160.349
Shared Work Years,20-24,2065,Bipartisan Policy Center package,equivalent,Scheduled law,46418.253,34714.17,37864.432,26160.349
Shared Work Years,20-24,2065,Bipartisan Policy Center package,per capita,Payable law,39309.314,29207.931,31432.303,21330.92
Shared Work Years,20-24,2065,Bipartisan Policy Center package,per capita,Scheduled law,39309.314,29207.931,31432.303,21330.92
Shared Work Years,20-24,2065,Cap COLA,equivalent,Payable law,47693.588,36188.584,38984.929,27479.926
Shared Work Years,20-24,2065,Cap COLA,equivalent,Scheduled law,47693.588,36188.584,38984.929,27479.926
Shared Work Years,20-24,2065,Cap COLA,per capita,Payable law,40136.39,30190.654,32134.441,22188.706
Shared Work Years,20-24,2065,Cap COLA,per capita,Scheduled law,40136.39,30190.654,32134.441,22188.706
Shared Work Years,20-24,2065,Cap spouse benefits,equivalent,Payable law,47853.131,36348.127,39051.175,27546.172
Shared Work Years,20-24,2065,Cap spouse benefits,equivalent,Scheduled law,47853.131,36348.127,39051.175,27546.172
Shared Work Years,20-24,2065,Cap spouse benefits,per capita,Payable law,39599.341,29653.656,31630.949,21685.264
Shared Work Years,20-24,2065,Cap spouse benefits,per capita,Scheduled law,39599.341,29653.656,31630.949,21685.264
Shared Work Years,20-24,2065,Chained-CPI COLA,equivalent,Payable law,47151.89,35647.062,38456.23,26951.402
Shared Work Years,20-24,2065,Chained-CPI COLA,equivalent,Scheduled law,47151.89,35647.062,38456.23,26951.402
Shared Work Years,20-24,2065,Chained-CPI COLA,per capita,Payable law,39650.935,29705.343,31661.05,21715.458
Shared Work Years,20-24,2065,Chained-CPI COLA,per capita,Scheduled law,39650.935,29705.343,31661.05,21715.458
Shared Work Years,20-24,2065,Eliminate the tax max,equivalent,Payable law,48805.374,37301.783,39919.902,28416.311
Shared Work Years,20-24,2065,Eliminate the tax max,equivalent,Scheduled law,48805.374,37301.783,39919.902,28416.311
Shared Work Years,20-24,2065,Eliminate the tax max,per capita,Payable law,41030.992,31086.268,32891.096,22946.372
Shared Work Years,20-24,2065,Eliminate the tax max,per capita,Scheduled law,41030.992,31086.268,32891.096,22946.372
Shared Work Years,20-24,2065,Increase benefits taxation,equivalent,Payable law,46959.586,35454.653,38297.428,26792.495
Shared Work Years,20-24,2065,Increase benefits taxation,equivalent,Scheduled law,46959.586,35454.653,38297.428,26792.495
Shared Work Years,20-24,2065,Increase benefits taxation,per capita,Payable law,40265.155,30319.419,32171.994,22226.259
Shared Work Years,20-24,2065,Increase benefits taxation,per capita,Scheduled law,40265.155,30319.419,32171.994,22226.259
Shared Work Years,20-24,2065,Increase COLA,equivalent,Payable law,48544.89,37039.887,39786.056,28281.052
Shared Work Years,20-24,2065,Increase COLA,equivalent,Scheduled law,48544.89,37039.887,39786.056,28281.052
Shared Work Years,20-24,2065,Increase COLA,per capita,Payable law,40874.741,30929.005,32830.968,22885.233
Shared Work Years,20-24,2065,Increase COLA,per capita,Scheduled law,40874.741,30929.005,32830.968,22885.233
Shared Work Years,20-24,2065,Increase FRA,equivalent,Payable law,46934.048,35429.225,38275.949,26771.126
Shared Work Years,20-24,2065,Increase FRA,equivalent,Scheduled law,46934.048,35429.225,38275.949,26771.126
Shared Work Years,20-24,2065,Increase FRA,per capita,Payable law,39526.46,29580.852,31563.474,21617.866
Shared Work Years,20-24,2065,Increase FRA,per capita,Scheduled law,39526.46,29580.852,31563.474,21617.866
Shared Work Years,20-24,2065,Increase FRA and EEA,equivalent,Payable law,46806.961,35302.066,38156.71,26651.816
Shared Work Years,20-24,2065,Increase FRA and EEA,equivalent,Scheduled law,46806.961,35302.066,38156.71,26651.816
Shared Work Years,20-24,2065,Increase FRA and EEA,per capita,Payable law,39411.34,29465.682,31455.382,21509.724
Shared Work Years,20-24,2065,Increase FRA and EEA,per capita,Scheduled law,39411.34,29465.682,31455.382,21509.724
Shared Work Years,20-24,2065,Payable law,equivalent,Payable law,43344.194,31838.897,34848.71,23343.413
Shared Work Years,20-24,2065,Payable law,equivalent,Scheduled law,43344.194,31838.897,34848.71,23343.413
Shared Work Years,20-24,2065,Payable law,per capita,Payable law,36417.733,26471.659,28593.285,18647.21
Shared Work Years,20-24,2065,Payable law,per capita,Scheduled law,36417.733,26471.659,28593.285,18647.21
Shared Work Years,20-24,2065,Reduce COLA,equivalent,Payable law,46882.959,35378.134,38196.447,26691.622
Shared Work Years,20-24,2065,Reduce COLA,equivalent,Scheduled law,46882.959,35378.134,38196.447,26691.622
Shared Work Years,20-24,2065,Reduce COLA,per capita,Payable law,39410.531,29464.942,31428.391,21482.802
Shared Work Years,20-24,2065,Reduce COLA,per capita,Scheduled law,39410.531,29464.942,31428.391,21482.802
Shared Work Years,20-24,2065,Scheduled law,equivalent,Payable law,47853.131,36348.127,39122.667,27617.664
Shared Work Years,20-24,2065,Scheduled law,equivalent,Scheduled law,47853.131,36348.127,39122.667,27617.664
Shared Work Years,20-24,2065,Scheduled law,per capita,Payable law,40265.155,30319.419,32245.297,22299.561
Shared Work Years,20-24,2065,Scheduled law,per capita,Scheduled law,40265.155,30319.419,32245.297,22299.561
Shared Work Years,25-29,2015,"$150,000 tax max",equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,"$150,000 tax max",equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,"$150,000 tax max",per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,"$150,000 tax max",per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,"$180,000 tax max",equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,"$180,000 tax max",equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,"$180,000 tax max",per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,"$180,000 tax max",per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,13.4% payroll tax,equivalent,Payable law,53525.384,31800.442,49297.132,27572.19
Shared Work Years,25-29,2015,13.4% payroll tax,equivalent,Scheduled law,53525.384,31800.442,49297.132,27572.19
Shared Work Years,25-29,2015,13.4% payroll tax,per capita,Payable law,44186.332,26241.14,40514.119,22568.927
Shared Work Years,25-29,2015,13.4% payroll tax,per capita,Scheduled law,44186.332,26241.14,40514.119,22568.927
Shared Work Years,25-29,2015,14.4% payroll tax,equivalent,Payable law,53525.385,31800.443,49297.133,27572.191
Shared Work Years,25-29,2015,14.4% payroll tax,equivalent,Scheduled law,53525.385,31800.443,49297.133,27572.191
Shared Work Years,25-29,2015,14.4% payroll tax,per capita,Payable law,44186.333,26241.141,40514.12,22568.928
Shared Work Years,25-29,2015,14.4% payroll tax,per capita,Scheduled law,44186.333,26241.141,40514.12,22568.928
Shared Work Years,25-29,2015,15.4% payroll tax,equivalent,Payable law,53523.055,31814.579,49293.311,27584.834
Shared Work Years,25-29,2015,15.4% payroll tax,equivalent,Scheduled law,53523.055,31814.579,49293.311,27584.834
Shared Work Years,25-29,2015,15.4% payroll tax,per capita,Payable law,44191.475,26257.581,40517.202,22583.307
Shared Work Years,25-29,2015,15.4% payroll tax,per capita,Scheduled law,44191.475,26257.581,40517.202,22583.307
Shared Work Years,25-29,2015,75% survivor benefit,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,75% survivor benefit,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,75% survivor benefit,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,75% survivor benefit,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,90% tax max,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,90% tax max,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,90% tax max,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,90% tax max,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,90% tax max and 13.4% payroll tax,equivalent,Payable law,53525.384,31800.442,49297.132,27572.19
Shared Work Years,25-29,2015,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,53525.384,31800.442,49297.132,27572.19
Shared Work Years,25-29,2015,90% tax max and 13.4% payroll tax,per capita,Payable law,44186.332,26241.14,40514.119,22568.927
Shared Work Years,25-29,2015,90% tax max and 13.4% payroll tax,per capita,Scheduled law,44186.332,26241.14,40514.119,22568.927
Shared Work Years,25-29,2015,Annual primary insurance amount,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Annual primary insurance amount,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Annual primary insurance amount,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Annual primary insurance amount,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Basic minimum benefit,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Basic minimum benefit,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Basic minimum benefit,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Basic minimum benefit,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Bipartisan Policy Center package,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Bipartisan Policy Center package,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Bipartisan Policy Center package,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Bipartisan Policy Center package,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Cap COLA,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Cap COLA,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Cap COLA,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Cap COLA,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Cap spouse benefits,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Cap spouse benefits,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Cap spouse benefits,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Cap spouse benefits,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Chained-CPI COLA,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Chained-CPI COLA,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Chained-CPI COLA,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Chained-CPI COLA,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Eliminate the tax max,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Eliminate the tax max,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Eliminate the tax max,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Eliminate the tax max,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Increase benefits taxation,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Increase benefits taxation,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Increase benefits taxation,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Increase benefits taxation,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Increase COLA,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Increase COLA,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Increase COLA,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Increase COLA,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Increase FRA,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Increase FRA,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Increase FRA,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Increase FRA,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Increase FRA and EEA,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Increase FRA and EEA,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Increase FRA and EEA,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Increase FRA and EEA,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Payable law,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Payable law,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Payable law,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Payable law,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Reduce COLA,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Reduce COLA,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Reduce COLA,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Reduce COLA,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Scheduled law,equivalent,Payable law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Scheduled law,equivalent,Scheduled law,53525.383,31800.441,49297.131,27572.189
Shared Work Years,25-29,2015,Scheduled law,per capita,Payable law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2015,Scheduled law,per capita,Scheduled law,44186.331,26241.139,40514.118,22568.927
Shared Work Years,25-29,2025,"$150,000 tax max",equivalent,Payable law,53166.241,34880.172,47832.921,29546.852
Shared Work Years,25-29,2025,"$150,000 tax max",equivalent,Scheduled law,53166.241,34880.172,47832.921,29546.852
Shared Work Years,25-29,2025,"$150,000 tax max",per capita,Payable law,43069.35,28255.338,38471.597,23657.585
Shared Work Years,25-29,2025,"$150,000 tax max",per capita,Scheduled law,43069.35,28255.338,38471.597,23657.585
Shared Work Years,25-29,2025,"$180,000 tax max",equivalent,Payable law,53165.159,34879.223,47827.479,29541.544
Shared Work Years,25-29,2025,"$180,000 tax max",equivalent,Scheduled law,53165.159,34879.223,47827.479,29541.544
Shared Work Years,25-29,2025,"$180,000 tax max",per capita,Payable law,43068.525,28254.614,38467.541,23653.63
