"category","group","measure","year","value"
"Per Capita Financial Assets ($2015)","0k -  5k","per capita cash",2065,-1903
"Per Capita Financial Assets ($2015)","5k - 25k","per capita cash",2065,137
"Per Capita Financial Assets ($2015)","25k +","per capita cash",2065,-1486
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita cash",2065,-2246
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita cash",2065,-3252
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita cash",2065,-3285
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita cash",2065,-3353
"All","All","net per capita annuity",2065,-359
"Age","62-69","net per capita annuity",2065,-951
"Age","70-74","net per capita annuity",2065,-662
"Age","75-79","net per capita annuity",2065,-225
"Age","80-84","net per capita annuity",2065,120
"Age","85+","net per capita annuity",2065,644
"Sex","Female","net per capita annuity",2065,-267
"Sex","Male","net per capita annuity",2065,-462
"Education","1.High School Dropout","net per capita annuity",2065,215
"Education","2.High School Graduate","net per capita annuity",2065,72
"Education","3.Some College","net per capita annuity",2065,-191
"Education","4.College Graduate","net per capita annuity",2065,-943
"Race Ethnicity","1.White","net per capita annuity",2065,-590
"Race Ethnicity","2.Black","net per capita annuity",2065,-46
"Race Ethnicity","3.Hispanic","net per capita annuity",2065,-69
"Race Ethnicity","4.Other","net per capita annuity",2065,-116
"Marital Status","Married","net per capita annuity",2065,-2101
"Marital Status","Widowed","net per capita annuity",2065,2504
"Marital Status","Divorced","net per capita annuity",2065,603
"Marital Status","Single","net per capita annuity",2065,1343
"Shared Work Years","0-9","net per capita annuity",2065,73
"Shared Work Years","10-14","net per capita annuity",2065,833
"Shared Work Years","15-19","net per capita annuity",2065,-193
"Shared Work Years","20-24","net per capita annuity",2065,-749
"Shared Work Years","25-29","net per capita annuity",2065,-1068
"Shared Work Years","30-34","net per capita annuity",2065,-1001
"Shared Work Years","35-39","net per capita annuity",2065,-774
"Shared Work Years","40+","net per capita annuity",2065,-75
"Own Work Years","0-9","net per capita annuity",2065,-864
"Own Work Years","10-14","net per capita annuity",2065,-483
"Own Work Years","15-19","net per capita annuity",2065,-710
"Own Work Years","20-24","net per capita annuity",2065,-906
"Own Work Years","25-29","net per capita annuity",2065,-624
"Own Work Years","30-34","net per capita annuity",2065,-589
"Own Work Years","35-39","net per capita annuity",2065,-524
"Own Work Years","40+","net per capita annuity",2065,-139
"Shared Income Quintile","bottom quintile","net per capita annuity",2065,946
"Shared Income Quintile","2nd quintile","net per capita annuity",2065,-227
"Shared Income Quintile","3rd quintile","net per capita annuity",2065,-252
"Shared Income Quintile","4th quintile","net per capita annuity",2065,-611
"Shared Income Quintile","top quintile","net per capita annuity",2065,-1648
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita annuity",2065,924
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita annuity",2065,77
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita annuity",2065,197
"Shared Lifetime Earnings Quintile","4th quintile","net per capita annuity",2065,-682
"Shared Lifetime Earnings Quintile","top quintile","net per capita annuity",2065,-2309
"Homeownership","Home Owner","net per capita annuity",2065,-889
"Homeownership","Renter","net per capita annuity",2065,1147
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita annuity",2065,67
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita annuity",2065,1037
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita annuity",2065,441
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita annuity",2065,-25
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita annuity",2065,-5126
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2065,-8038
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2065,-8035
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita annuity",2065,-10186
"Per Capita Financial Assets ($2015)","<0k","net per capita annuity",2065,-820
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita annuity",2065,-1979
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita annuity",2065,410
"Per Capita Financial Assets ($2015)","25k +","net per capita annuity",2065,-909
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita annuity",2065,-2348
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2065,-3878
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2065,-3132
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita annuity",2065,-3722
"All","All","net per capita cash",2065,-748
"Age","62-69","net per capita cash",2065,-2323
"Age","70-74","net per capita cash",2065,-523
"Age","75-79","net per capita cash",2065,-66
"Age","80-84","net per capita cash",2065,247
"Age","85+","net per capita cash",2065,593
"Sex","Female","net per capita cash",2065,-438
"Sex","Male","net per capita cash",2065,-1099
"Education","1.High School Dropout","net per capita cash",2065,-3
"Education","2.High School Graduate","net per capita cash",2065,-185
"Education","3.Some College","net per capita cash",2065,-617
"Education","4.College Graduate","net per capita cash",2065,-1468
"Race Ethnicity","1.White","net per capita cash",2065,-1022
"Race Ethnicity","2.Black","net per capita cash",2065,-183
"Race Ethnicity","3.Hispanic","net per capita cash",2065,-357
"Race Ethnicity","4.Other","net per capita cash",2065,-831
"Marital Status","Married","net per capita cash",2065,-2559
"Marital Status","Widowed","net per capita cash",2065,3002
"Marital Status","Divorced","net per capita cash",2065,-205
"Marital Status","Single","net per capita cash",2065,532
"Shared Work Years","0-9","net per capita cash",2065,64
"Shared Work Years","10-14","net per capita cash",2065,706
"Shared Work Years","15-19","net per capita cash",2065,-307
"Shared Work Years","20-24","net per capita cash",2065,-963
"Shared Work Years","25-29","net per capita cash",2065,-1298
"Shared Work Years","30-34","net per capita cash",2065,-1325
"Shared Work Years","35-39","net per capita cash",2065,-1222
"Shared Work Years","40+","net per capita cash",2065,-551
"Own Work Years","0-9","net per capita cash",2065,-888
"Own Work Years","10-14","net per capita cash",2065,-622
"Own Work Years","15-19","net per capita cash",2065,-734
"Own Work Years","20-24","net per capita cash",2065,-1071
"Own Work Years","25-29","net per capita cash",2065,-853
"Own Work Years","30-34","net per capita cash",2065,-872
"Own Work Years","35-39","net per capita cash",2065,-979
"Own Work Years","40+","net per capita cash",2065,-641
"Shared Income Quintile","bottom quintile","net per capita cash",2065,1041
"Shared Income Quintile","2nd quintile","net per capita cash",2065,-393
"Shared Income Quintile","3rd quintile","net per capita cash",2065,-652
"Shared Income Quintile","4th quintile","net per capita cash",2065,-919
"Shared Income Quintile","top quintile","net per capita cash",2065,-2819
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita cash",2065,833
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita cash",2065,-99
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita cash",2065,-199
"Shared Lifetime Earnings Quintile","4th quintile","net per capita cash",2065,-1182
"Shared Lifetime Earnings Quintile","top quintile","net per capita cash",2065,-3095
"Homeownership","Home Owner","net per capita cash",2065,-1200
"Homeownership","Renter","net per capita cash",2065,532
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita cash",2065,-848
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita cash",2065,474
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita cash",2065,-288
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita cash",2065,-623
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita cash",2065,-3266
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2065,-6273
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2065,-6089
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita cash",2065,-6726
"Per Capita Financial Assets ($2015)","<0k","net per capita cash",2065,-804
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita cash",2065,-1470
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita cash",2065,170
"Per Capita Financial Assets ($2015)","25k +","net per capita cash",2065,-1368
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita cash",2065,-2004
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2065,-2841
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2065,-2751
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita cash",2065,-2619
