"category","group","measure","year","value"
"Shared Income Quintile","top quintile","per capita annuity",2065,229129.087
"Shared Lifetime Earnings Quintile","bottom quintile","per capita annuity",2065,23941.55
"Shared Lifetime Earnings Quintile","2nd quintile","per capita annuity",2065,41242.889
"Shared Lifetime Earnings Quintile","3rd quintile","per capita annuity",2065,60651.87
"Shared Lifetime Earnings Quintile","4th quintile","per capita annuity",2065,90571.752
"Shared Lifetime Earnings Quintile","top quintile","per capita annuity",2065,193927.728
"Homeownership","Home Owner","per capita annuity",2065,95193.962
"Homeownership","Renter","per capita annuity",2065,44802.49
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita annuity",2065,13590.581
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita annuity",2065,25419.017
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita annuity",2065,41140.529
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita annuity",2065,118420.464
"Per Capita Retirement Account Assets ($2015)","<0k","per capita annuity",2065,33082.897
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2065,29011.67
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2065,38650.164
"Per Capita Retirement Account Assets ($2015)","25k +","per capita annuity",2065,104378.571
"Per Capita Financial Assets ($2015)","<0k","per capita annuity",2065,22533.319
"Per Capita Financial Assets ($2015)","0k -  5k","per capita annuity",2065,34545.85
"Per Capita Financial Assets ($2015)","5k - 25k","per capita annuity",2065,45352.069
"Per Capita Financial Assets ($2015)","25k +","per capita annuity",2065,105389.774
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita annuity",2065,17818.031
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2065,21143.234
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2065,25163.9
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita annuity",2065,93525.036
"All","All","per capita cash",2065,58328.014
"Age","62-69","per capita cash",2065,64476.092
"Age","70-74","per capita cash",2065,65304.736
"Age","75-79","per capita cash",2065,57156.162
"Age","80-84","per capita cash",2065,50307.124
"Age","85+","per capita cash",2065,45746.861
"Sex","Female","per capita cash",2065,57330.954
"Sex","Male","per capita cash",2065,59456.668
"Education","1.High School Dropout","per capita cash",2065,27075.857
"Education","2.High School Graduate","per capita cash",2065,46328.072
"Education","3.Some College","per capita cash",2065,57311.508
"Education","4.College Graduate","per capita cash",2065,77104.743
"Race Ethnicity","1.White","per capita cash",2065,66148.723
"Race Ethnicity","2.Black","per capita cash",2065,47711.99
"Race Ethnicity","3.Hispanic","per capita cash",2065,46830.658
"Race Ethnicity","4.Other","per capita cash",2065,53888.861
"Marital Status","Married","per capita cash",2065,58491.803
"Marital Status","Widowed","per capita cash",2065,61809.805
"Marital Status","Divorced","per capita cash",2065,58778.345
"Marital Status","Single","per capita cash",2065,53959.965
"Shared Work Years","0-9","per capita cash",2065,10255.082
"Shared Work Years","10-14","per capita cash",2065,21074.259
"Shared Work Years","15-19","per capita cash",2065,23772.879
"Shared Work Years","20-24","per capita cash",2065,29081.027
"Shared Work Years","25-29","per capita cash",2065,36636.512
"Shared Work Years","30-34","per capita cash",2065,40639.72
"Shared Work Years","35-39","per capita cash",2065,50310.046
"Shared Work Years","40+","per capita cash",2065,75874.95
"Own Work Years","0-9","per capita cash",2065,19270.453
"Own Work Years","10-14","per capita cash",2065,29958.841
"Own Work Years","15-19","per capita cash",2065,30275.4
"Own Work Years","20-24","per capita cash",2065,33999.627
"Own Work Years","25-29","per capita cash",2065,36772.351
"Own Work Years","30-34","per capita cash",2065,42628.502
"Own Work Years","35-39","per capita cash",2065,46542.878
"Own Work Years","40+","per capita cash",2065,74332.063
"Shared Income Quintile","bottom quintile","per capita cash",2065,13348.329
"Shared Income Quintile","2nd quintile","per capita cash",2065,26592.702
"Shared Income Quintile","3rd quintile","per capita cash",2065,41774.468
"Shared Income Quintile","4th quintile","per capita cash",2065,66777.716
"Shared Income Quintile","top quintile","per capita cash",2065,143155.257
"Shared Lifetime Earnings Quintile","bottom quintile","per capita cash",2065,19888.329
"Shared Lifetime Earnings Quintile","2nd quintile","per capita cash",2065,33313.947
"Shared Lifetime Earnings Quintile","3rd quintile","per capita cash",2065,47933.016
"Shared Lifetime Earnings Quintile","4th quintile","per capita cash",2065,68679.59
"Shared Lifetime Earnings Quintile","top quintile","per capita cash",2065,121830.679
"Homeownership","Home Owner","per capita cash",2065,66445.623
"Homeownership","Renter","per capita cash",2065,35287.809
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita cash",2065,4303.893
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita cash",2065,17514.502
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita cash",2065,27409.767
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita cash",2065,85521.003
"Per Capita Retirement Account Assets ($2015)","<0k","per capita cash",2065,25449.319
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita cash",2065,21543.113
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita cash",2065,28773.95
"Per Capita Retirement Account Assets ($2015)","25k +","per capita cash",2065,73459.704
"Per Capita Financial Assets ($2015)","<0k","per capita cash",2065,20813.146
"Per Capita Financial Assets ($2015)","0k -  5k","per capita cash",2065,30377.647
"Per Capita Financial Assets ($2015)","5k - 25k","per capita cash",2065,40548.06
"Per Capita Financial Assets ($2015)","25k +","per capita cash",2065,71106.259
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita cash",2065,16823.976
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita cash",2065,18612.158
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita cash",2065,22053.014
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita cash",2065,65696.435
"All","All","net per capita annuity",2065,65687.471
"Age","62-69","net per capita annuity",2065,71915.858
"Age","70-74","net per capita annuity",2065,63773.188
"Age","75-79","net per capita annuity",2065,60900.785
"Age","80-84","net per capita annuity",2065,60423.095
"Age","85+","net per capita annuity",2065,64869.195
"Sex","Female","net per capita annuity",2065,63240.622
"Sex","Male","net per capita annuity",2065,68457.26
"Education","1.High School Dropout","net per capita annuity",2065,25130.487
"Education","2.High School Graduate","net per capita annuity",2065,48966.843
"Education","3.Some College","net per capita annuity",2065,60742.869
"Education","4.College Graduate","net per capita annuity",2065,92762.026
"Race Ethnicity","1.White","net per capita annuity",2065,77902.257
"Race Ethnicity","2.Black","net per capita annuity",2065,44509.088
"Race Ethnicity","3.Hispanic","net per capita annuity",2065,49123.166
"Race Ethnicity","4.Other","net per capita annuity",2065,61958.976
"Marital Status","Married","net per capita annuity",2065,62557.834
"Marital Status","Widowed","net per capita annuity",2065,72466.501
"Marital Status","Divorced","net per capita annuity",2065,70752.417
"Marital Status","Single","net per capita annuity",2065,64828.642
"Shared Work Years","0-9","net per capita annuity",2065,5166.657
"Shared Work Years","10-14","net per capita annuity",2065,17899.664
"Shared Work Years","15-19","net per capita annuity",2065,23216.3
"Shared Work Years","20-24","net per capita annuity",2065,30845.145
"Shared Work Years","25-29","net per capita annuity",2065,36032.141
"Shared Work Years","30-34","net per capita annuity",2065,45695.042
"Shared Work Years","35-39","net per capita annuity",2065,55212.529
"Shared Work Years","40+","net per capita annuity",2065,87536.949
"Own Work Years","0-9","net per capita annuity",2065,17414.602
"Own Work Years","10-14","net per capita annuity",2065,27895.94
"Own Work Years","15-19","net per capita annuity",2065,31100.268
"Own Work Years","20-24","net per capita annuity",2065,34695.117
"Own Work Years","25-29","net per capita annuity",2065,40503.939
"Own Work Years","30-34","net per capita annuity",2065,45625.855
"Own Work Years","35-39","net per capita annuity",2065,52202.34
"Own Work Years","40+","net per capita annuity",2065,85433.285
"Shared Income Quintile","bottom quintile","net per capita annuity",2065,8925.746
"Shared Income Quintile","2nd quintile","net per capita annuity",2065,24571.504
"Shared Income Quintile","3rd quintile","net per capita annuity",2065,42080.147
"Shared Income Quintile","4th quintile","net per capita annuity",2065,68725.27
"Shared Income Quintile","top quintile","net per capita annuity",2065,184145.483
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita annuity",2065,17125.431
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita annuity",2065,32610.169
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita annuity",2065,49229.747
"Shared Lifetime Earnings Quintile","4th quintile","net per capita annuity",2065,73382.993
"Shared Lifetime Earnings Quintile","top quintile","net per capita annuity",2065,156096.329
"Homeownership","Home Owner","net per capita annuity",2065,76587.194
"Homeownership","Renter","net per capita annuity",2065,34750.794
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita annuity",2065,7631.952
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita annuity",2065,19513.665
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita annuity",2065,34677.544
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita annuity",2065,94433.115
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita annuity",2065,24874.491
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2065,22087.105
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2065,30497.276
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita annuity",2065,84088.755
"Per Capita Financial Assets ($2015)","<0k","net per capita annuity",2065,14888.763
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita annuity",2065,26344.802
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita annuity",2065,35112.854
"Per Capita Financial Assets ($2015)","25k +","net per capita annuity",2065,85181.846
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita annuity",2065,11182.396
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2065,14659.709
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2065,18271.928
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita annuity",2065,75299.353
"All","All","net per capita cash",2065,41950.117
"Age","62-69","net per capita cash",2065,45220.873
"Age","70-74","net per capita cash",2065,46494.785
"Age","75-79","net per capita cash",2065,41376.216
"Age","80-84","net per capita cash",2065,37320.19
"Age","85+","net per capita cash",2065,34530.056
"Sex","Female","net per capita cash",2065,41447.431
"Sex","Male","net per capita cash",2065,42519.148
"Education","1.High School Dropout","net per capita cash",2065,18623.082
"Education","2.High School Graduate","net per capita cash",2065,33777.056
"Education","3.Some College","net per capita cash",2065,41639.22
"Education","4.College Graduate","net per capita cash",2065,55125.598
"Race Ethnicity","1.White","net per capita cash",2065,47717.176
"Race Ethnicity","2.Black","net per capita cash",2065,34379.175
"Race Ethnicity","3.Hispanic","net per capita cash",2065,33215.062
"Race Ethnicity","4.Other","net per capita cash",2065,38886.48
"Marital Status","Married","net per capita cash",2065,41402.384
"Marital Status","Widowed","net per capita cash",2065,46846.763
"Marital Status","Divorced","net per capita cash",2065,42195.555
"Marital Status","Single","net per capita cash",2065,38426.523
"Shared Work Years","0-9","net per capita cash",2065,3782.383
"Shared Work Years","10-14","net per capita cash",2065,13837.571
"Shared Work Years","15-19","net per capita cash",2065,16292.576
"Shared Work Years","20-24","net per capita cash",2065,20577.924
"Shared Work Years","25-29","net per capita cash",2065,25614.368
"Shared Work Years","30-34","net per capita cash",2065,29634.283
"Shared Work Years","35-39","net per capita cash",2065,36716.266
"Shared Work Years","40+","net per capita cash",2065,54782.54
"Own Work Years","0-9","net per capita cash",2065,11628.432
"Own Work Years","10-14","net per capita cash",2065,20237.667
"Own Work Years","15-19","net per capita cash",2065,21306.997
"Own Work Years","20-24","net per capita cash",2065,24560.396
"Own Work Years","25-29","net per capita cash",2065,26678.714
"Own Work Years","30-34","net per capita cash",2065,30602.311
"Own Work Years","35-39","net per capita cash",2065,34336.213
"Own Work Years","40+","net per capita cash",2065,53556.62
"Shared Income Quintile","bottom quintile","net per capita cash",2065,7410.443
"Shared Income Quintile","2nd quintile","net per capita cash",2065,19965.463
"Shared Income Quintile","3rd quintile","net per capita cash",2065,32913.997
"Shared Income Quintile","4th quintile","net per capita cash",2065,51295.332
"Shared Income Quintile","top quintile","net per capita cash",2065,98171.653
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita cash",2065,13072.21
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita cash",2065,24681.228
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita cash",2065,36510.893
"Shared Lifetime Earnings Quintile","4th quintile","net per capita cash",2065,51490.831
"Shared Lifetime Earnings Quintile","top quintile","net per capita cash",2065,83999.28
"Homeownership","Home Owner","net per capita cash",2065,47838.856
"Homeownership","Renter","net per capita cash",2065,25236.113
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita cash",2065,-1654.736
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita cash",2065,11609.149
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita cash",2065,20946.783
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita cash",2065,61533.654
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita cash",2065,17240.912
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2065,14618.548
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2065,20621.063
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita cash",2065,53169.888
"Per Capita Financial Assets ($2015)","<0k","net per capita cash",2065,13168.591
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita cash",2065,22176.599
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita cash",2065,30308.845
"Per Capita Financial Assets ($2015)","25k +","net per capita cash",2065,50898.331
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita cash",2065,10188.34
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2065,12128.634
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2065,15161.042
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita cash",2065,47470.752
